lni_edition,year,filename,label_research_software,label_research_software_justification,label_software_evaluation,label_software_evaluation_justification,label_empirical_study,label_empirical_study_justification,status
lni322,2022,DELFI_2022_041.pdf,1,"The article discusses the use of Python packages (github2pandas and gitlab2pandas) to acquire issue histories from GitHub and GitLab, indicating the presence of research software developed for the purpose of analyzing teamwork in programming courses.",1,"The article evaluates the effectiveness of the learning analytics algorithm based on the issue history from GitHub and GitLab, assessing how well it can provide automated feedback to improve teamwork, which involves evaluating the quality characteristics of the software used.",1,"The research involves analyzing real data from GitHub and GitLab to derive insights about teamwork, which aligns with empirical research methodologies. The study aims to provide feedback based on actual usage data, indicating it is an empirical study.",success
lni322,2022,DELFI_2022_042.pdf,0,"The article discusses the potential of Augmented Reality (AR) in education and outlines a Delphi study but does not mention any specific research software, source code, algorithms, or computational workflows developed during the research process.",0,There is no evaluation of any research software in the article. The focus is on exploring the educational potential of AR rather than assessing the quality or effectiveness of any software.,1,"The article describes a Delphi study aimed at gathering expert opinions on the use of AR in education, which involves empirical research methods to validate hypotheses about learning approaches and technological aspects.",success
lni322,2022,DELFI_2022_043.pdf,0,"The article discusses the development of competencies for using artificial intelligence (AI) in small and medium-sized enterprises (SMEs) but does not mention any specific research software, source code, or computational tools created during the research process.",0,There is no evaluation of any research software in the article. The focus is on competency development and learning environments rather than assessing the quality or effectiveness of software.,1,"The article describes a structured approach to competency building in SMEs, which involves iterative learning processes and feedback mechanisms, indicating an empirical study design focused on evaluating learning outcomes.",success
lni322,2022,DELFI_2022_044.pdf,1,"The article discusses the use of an interactive theorem prover, specifically the proof assistant Isabelle, which qualifies as research software since it is utilized to facilitate learning and provide feedback in the context of mathematical proofs.",0,"While the article mentions the use of the proof assistant, it does not provide an evaluation of its quality characteristics or effectiveness in the context of the study.",1,"The article describes a seminar that includes a learning portfolio and observational study to assess the effectiveness of the proof assistant in improving students' proof competence, indicating that it employs empirical research methods.",success
lni322,2022,DELFI_2022_045.pdf,1,"The article discusses the use of adaptive feedback (AF) in learning management systems (LMS) like Moodle, which implies the presence of software components (e.g., AF generation engines) that are integral to the research.",0,"While the article mentions the use of software in educational practices, it does not provide an evaluation of the quality characteristics of the software used, such as performance or effectiveness.",1,"The article presents an empirical study involving a survey of lecturers' practices regarding adaptive feedback, including data collection and analysis, which aligns with the criteria for empirical research.",success
lni322,2022,DELFI_2022_046.pdf,1,"The article discusses the use of specific digital assessment tools (ECON EBook and ECON EAssessment) as part of the research process, indicating the presence of research software developed for educational purposes.",0,"While the article mentions the use of these tools in the context of competency-oriented assessments, it does not provide an evaluation of the software's quality characteristics or effectiveness.",1,"The article presents a practical example of implementing digital assessments in an educational setting, which aligns with empirical research methodologies by discussing the application and outcomes of these assessments.",success
lni322,2022,DELFI_2022_047.pdf,1,"The article discusses the KEA-Mod platform, which is a web-based E-Assessment platform that allows for the creation and editing of modeling tasks using various modeling languages. This indicates the presence of research software developed for educational purposes.",1,"The article includes an evaluation of the KEA-Mod platform based on usability and perceived learning effectiveness, as evidenced by the online survey conducted with students. This evaluation assesses the quality characteristics of the software.",1,"The article describes an empirical study involving a pilot implementation of the KEA-Mod platform in a large lecture setting, where data was collected through a survey to analyze usability and feedback. This aligns with the criteria for empirical research.",success
lni322,2022,DELFI_2022_048.pdf,1,"The article discusses the development of a modeling environment for augmented reality (AR) learning processes, which includes a web-based application for AR glasses. This indicates the presence of research software created for educational purposes.",0,"While the article describes the functionalities of the modeling environment and its components, it does not provide an evaluation of the software's quality characteristics or performance metrics.",1,"The article reports on practical experiences with four different learning processes in vocational training, indicating that it involves empirical research where the software is used to enhance learning outcomes.",success
lni322,2022,DELFI_2022_049.pdf,1,"The article discusses the concept of 'adaptive learning as a service' and proposes the development of microservices for adaptive learning environments, indicating the presence of software components that are intended for research purposes.",0,The article does not evaluate the quality characteristics of any specific research software; it primarily focuses on the concept and potential implementation of adaptive learning services without assessing their effectiveness or quality.,0,The article does not present an empirical study; it discusses theoretical concepts and potential applications rather than reporting on empirical research findings or methodologies.,success
lni322,2022,DELFI_2022_050.pdf,1,"The article discusses the PEdagogical conversational Tutor (PET) chatbot system, which is a research software developed to automatically train chatbots from PowerPoint slides. This indicates the presence of research software created for educational purposes.",1,The article evaluates the PET system by comparing two different onboarding processes and measuring user perceptions through a Likert scale. This evaluation focuses on the quality characteristics of the software as experienced by users.,1,The article describes an empirical study involving 18 students who participated in an AB test to assess the impact of onboarding on chatbot perception. This study follows a structured methodology and uses statistical analysis to interpret the results.,success
lni322,2022,DELFI_2022_051.pdf,1,The article describes the development of a web application called 'Thesis Designer' that assists students in conceptualizing their theses. This application qualifies as research software as it is a tool created for a specific research purpose.,1,The article includes results from initial evaluations where students tested the application and provided feedback on its effectiveness in aiding the thesis development process. This indicates that the quality and utility of the software were assessed.,1,"The article presents findings from a lab test and a survey conducted with bachelor students, which aligns with empirical research methodologies. The use of student feedback to evaluate the software's impact on thesis development constitutes an empirical study.",success
lni322,2022,DELFI_2022_052.pdf,1,"The article discusses the Heb@AR App, which is an augmented reality training application developed for midwifery education. This app qualifies as research software as it was created for a specific research purpose to enhance learning outcomes in midwifery education.",1,"The article mentions that the Heb@AR App is continuously evaluated regarding its usability, perception by students and teachers, and learning outcomes. This indicates that the quality characteristics of the software are being assessed, fulfilling the criteria for software evaluation.",1,"The article describes the implementation of the app in midwifery education and discusses its evaluation through design-based research methodology. This suggests that the research involves empirical methods to assess the app's effectiveness in educational settings, classifying it as an empirical study.",success
lni322,2022,DELFI_2022_053.pdf,1,"The article discusses the development of an E-Assessment platform for graphical modeling, which indicates the presence of research software designed for educational purposes.",1,"The article describes the automated feedback generation and evaluation mechanisms for the models created by students, suggesting an evaluation of the software's effectiveness in providing feedback.",1,"The article outlines the use of the platform in educational settings, where it facilitates the assessment of student models, indicating that it is used in an empirical context to gather data on student performance and feedback.",success
lni322,2022,DELFI_2022_054.pdf,1,"The article discusses a VR learning application called 'Inside the Router', which implies the presence of research software developed for educational purposes.",0,"While the article describes the functionality and expected outcomes of the software, it does not provide an evaluation of the software's quality characteristics or performance.",1,"The article outlines a scenario where learning outcomes are analyzed based on user interactions within the software, indicating that it employs empirical methods to assess learning processes.",success
lni322,2022,DELFI_2022_055.pdf,1,"The article describes the development of the Botolution platform, which includes source code and algorithms for programming games in an academic context, indicating the presence of research software.",0,The article does not provide an evaluation of the quality characteristics of the Botolution platform or any specific software; it focuses on the description and implementation of the platform instead.,1,"The article discusses the use of the Botolution platform in educational settings, which involves empirical elements such as student engagement and performance in programming tasks, indicating it serves as a means for empirical research.",success
lni322,2022,DELFI_2022_056.pdf,1,"The article describes the AgileBoard4Teaching tool, which is presented as a digital tool for supporting agile teaching methods. It is explicitly mentioned that the tool is available for download as Open Source software, indicating the presence of research software developed for educational purposes.",1,"The article includes a two-stage evaluation of the AgileBoard4Teaching tool, where experiences from a think-aloud study with teachers and practical classroom use are discussed. This indicates that the quality and effectiveness of the software are being evaluated.",1,"The article describes empirical research through the evaluation of the software in a classroom setting, where the tool's impact on teaching and learning processes is assessed. This aligns with the criteria for empirical studies, as it involves practical application and observation of the software's use in an educational context.",success
lni322,2022,DELFI_2022_057.pdf,1,"The article discusses the CL-Taskbox, an e-learning tool developed for parsing-as-deduction, which qualifies as research software since it is a computational tool created for educational purposes in the field of computational linguistics.",0,The article does not provide an evaluation of the quality characteristics of the CL-Taskbox. It describes the features and functionalities of the tool but does not assess its effectiveness or performance in a systematic manner.,0,The article does not present an empirical study. It focuses on the development and features of the CL-Taskbox rather than conducting empirical research or testing hypotheses related to its use.,success
lni322,2022,DELFI_2022_058.pdf,1,"The article describes the development of a Game-Based Learning App, which involves the creation of software for educational purposes, specifically aimed at teaching algorithmic thinking through a visual programming environment.",1,"The article includes an evaluation of the developed software, as it discusses feedback from participants regarding usability and learning experience, indicating that the quality of the software was assessed.",1,"The article presents an empirical study where the software was tested with participants, collecting both quantitative and qualitative feedback, which aligns with the characteristics of empirical research.",success
lni322,2022,DELFI_2022_059.pdf,1,"The article discusses a system that enables remote programming, debugging, and testing of microcontroller systems, which implies the presence of software components such as a web-based interface and server software for remote debugging.",1,"The article mentions plans to evaluate the effectiveness of the remote programming system in comparison to traditional laboratory methods, indicating an intention to assess the quality and usability of the software.",1,"The article outlines a framework for remote learning and mentions future evaluations of the remote programming system, suggesting that it will involve empirical research methods to assess its impact on learning outcomes.",success
lni338,2023,01.pdf,0,"The article discusses learning analytics and generative AI in educational technology but does not mention any specific research software, source code, algorithms, or computational workflows developed during the research process.",0,There is no evaluation of any research software in the article. It focuses on theoretical discussions and implications rather than assessing the quality characteristics of any software.,0,"The article does not present an empirical study. It discusses concepts and frameworks related to learning analytics and AI without reporting on any empirical research, data collection, or analysis.",success
lni338,2023,02.pdf,1,"The article discusses automatic feedback and hints for programming education, indicating the presence of research software that provides feedback to students based on their programming steps.",1,"The article evaluates the quality of feedback and hints provided by different learning environments, which involves assessing the effectiveness of the research software used in these contexts.",1,"The article references an ITiCSE Working Group that collected datasets of student programming steps, indicating that it employs empirical methods to analyze and evaluate the feedback mechanisms in programming education.",success
lni338,2023,11.pdf,0,"The article does not mention any specific research software, source code, algorithms, or scripts that were created or utilized during the research process.",0,"There is no evaluation of any research software in the article, as it does not discuss the quality characteristics of any software.",1,"The article describes a field study that investigates the effectiveness of data-based support for self-regulated learning competencies, which involves hypothesis testing and statistical analysis, qualifying it as an empirical study.",success
lni338,2023,12.pdf,1,"The article discusses the development and application of an additive grade point model for curriculum analytics, which implies the use of algorithms and computational methods to analyze educational data. This suggests the presence of research software, as it involves modeling and data processing.",1,"The article evaluates the effectiveness of the additive grade model in mitigating confounders in curriculum analytics measures. It assesses the validity and reliability of the confounder estimates, indicating a focus on evaluating the quality characteristics of the software used in the research.",1,"The article presents an empirical study using data from 574 Computer Science Bachelor students to analyze the impact of confounders on curriculum analytics measures. It employs statistical methods to quantify confounding and assess the results, fitting the criteria for an empirical study.",success
lni338,2023,13.pdf,0,"The article does not mention any research software, such as source code, algorithms, or computational workflows created during the research process.",0,"There is no evaluation of any research software in the article, as it does not discuss the quality characteristics of any software.",1,"The article presents an empirical study that explores students' perceptions of social presence in different course modalities, utilizing statistical methods to analyze survey data.",success
lni338,2023,14.pdf,1,"The article discusses the use of generative AI models, specifically GPT-3.5, to create language learning content, which implies the presence of research software in the form of algorithms and computational workflows used for generating educational materials.",1,"The article evaluates the quality of the generated learning content, focusing on correctness and appropriateness, which constitutes an evaluation of the software's output and effectiveness in generating educational materials.",1,"The article describes an empirical study where 200 learning units were generated and evaluated based on specific criteria, indicating that it follows a structured research process with data collection and analysis.",success
lni338,2023,15.pdf,0,"The article does not mention any specific research software, source code, algorithms, or computational workflows created during the research process.",0,There is no evaluation of any research software in the article; it primarily discusses the performance of ChatGPT in answering exam questions without assessing software quality characteristics.,1,"The article conducts an empirical study by testing ChatGPT's performance on exam questions, analyzing the results, and drawing conclusions based on the data collected from the exams.",success
lni338,2023,16.pdf,1,"The article discusses the integration of Jupyter Notebooks with an external E-Assessment system, specifically the Data Management Tester (DMT). This indicates the presence of research software as it involves the use of Jupyter Notebooks and the DMT tool, which are both forms of research software used for educational purposes.",1,"The article evaluates the DMT tool in terms of its functionality and effectiveness in providing feedback and assessment during the use of Jupyter Notebooks. It discusses how the DMT tool assesses student submissions and generates feedback, which constitutes an evaluation of the software's quality characteristics.",1,"The article describes a prototypical implementation of the integration of DMT with Jupyter Notebooks, suggesting that it involves empirical research methods to assess the effectiveness of this integration in educational settings. The mention of future work involving evaluation in teaching contexts further supports the classification as an empirical study.",success
lni338,2023,17.pdf,1,"The article discusses the development of a modular software component (AxEL) for an e-assessment system, which involves the creation of xAPI statements for assessment analytics. This indicates the presence of research software as it includes algorithms and scripts designed for a specific research purpose.",0,"While the article describes the software's functionality and its intended use in assessment analytics, it does not provide an evaluation of the software's quality characteristics or performance metrics, which is necessary for classification as software evaluation.",1,"The article outlines the implementation of the software in a real-world educational context, discussing its application in processing assessment data and facilitating analytics. This suggests that the software is used as a means to conduct empirical research related to educational assessments.",success
lni338,2023,18.pdf,1,"The article presents FEEDI, a web-based system for automated assessment and feedback generation for graphical modeling and diagrams, which qualifies as research software since it involves algorithms and a computational workflow.",1,"The article discusses the evaluation of the FEEDI system's capabilities in providing automated feedback and assessment, indicating that the quality characteristics of the software are being assessed.",1,"The article describes the implementation and testing of FEEDI in an educational context, which aligns with empirical research as it involves assessing the software's effectiveness in real-world educational settings.",success
lni338,2023,19.pdf,1,"The article discusses JupyterLab, an interactive programming environment, and its extensions, which are considered research software as they facilitate programming education and feedback mechanisms for novice programmers.",0,"While the article reviews the feedback types provided by JupyterLab and its extensions, it does not conduct a formal evaluation of the software's quality characteristics or performance metrics.",0,The article is primarily a review and analysis of existing feedback mechanisms in JupyterLab rather than an empirical study that tests hypotheses or collects data through standardized research methods.,success
lni338,2023,20.pdf,0,"The article does not mention any specific research software, source code, algorithms, or computational workflows created for the research purpose.",0,There is no evaluation of any research software in the article; it focuses on observational findings rather than assessing software quality or characteristics.,1,"The article presents an empirical study based on survey data collected from students regarding their camera usage in online courses, which involves hypothesis-testing and descriptive analysis.",success
lni338,2023,21.pdf,1,"The article describes the development of a hyperaudio player, which includes source code provided under GPLv3 license. This indicates the presence of research software created for educational purposes.",1,"The article includes an evaluation of the hyperaudio player, focusing on usability and user experience through a think-aloud test with participants, which assesses the quality characteristics of the software.",1,"The article presents an empirical study involving user testing of the hyperaudio player, where data was collected on usability and user interactions, fitting the criteria for empirical research.",success
lni338,2023,22.pdf,1,"The article discusses the use of Microsoft 365 as a digital collaboration tool in higher education, which qualifies as research software since it involves the application of software tools for educational purposes.",1,"The article evaluates the effectiveness and usability of Microsoft 365 in supporting collaborative work among students, indicating a focus on assessing the quality characteristics of the software.",1,"The article describes an empirical study conducted with a pre-post design to assess the impact of Microsoft 365 on student collaboration, which involves hypothesis-testing and the use of statistical methods to analyze the results.",success
lni338,2023,23.pdf,1,"The article describes the development of a digital internship platform for cybersecurity, which involves the creation of a Smart Home experiment platform. This indicates the presence of research software as it involves the implementation of tools and systems for educational purposes in cybersecurity.",1,"The article evaluates the effectiveness of the developed internship platform through qualitative assessments of student performance and feedback, indicating an evaluation of the software's quality and its educational impact.",1,"The article presents an empirical study as it involves the implementation of the internship with students, assessing their learning outcomes and experiences, which aligns with the characteristics of empirical research.",success
lni338,2023,24.pdf,1,"The article discusses the development and evaluation of metadata standards, which implies the presence of research software related to the implementation and testing of these standards in educational infrastructures.",1,"The article evaluates various metadata standards and their applicability in educational contexts, assessing their effectiveness and suitability based on developed criteria, which constitutes a form of software evaluation.",1,"The article includes empirical elements by applying the developed criteria to real-world use cases in educational settings, thus conducting an empirical study to assess the standards' effectiveness.",success
lni338,2023,25.pdf,1,"The article discusses the development of a prototypical virtual learning environment (VLE) called adlete-vle, which leverages semantic information for the presentation of fine-grained learning objects. This indicates the presence of research software as it involves the creation of a web-based application and associated components.",0,"While the article presents a prototype and discusses its functionalities, it does not provide an evaluation of the software's quality characteristics or performance metrics. There is no assessment of how well the software meets specific criteria or user needs.",1,"The article includes a user study that reveals learners' attitudes towards the VLE's presentation of learning objects, indicating that it employs empirical research methods to gather data on user experiences and perceptions.",success
lni338,2023,26.pdf,1,"The article discusses the development and use of a multidimensional analysis matrix (Radarboard) for evaluating educational platforms, which implies the presence of research software in the form of a web application and associated data structures.",1,"The article evaluates the effectiveness and applicability of the Radarboard as a tool for assessing technological aspects of educational platforms, indicating a focus on quality characteristics of the software.",1,"The article describes a systematic analysis of various educational platform projects, which involves empirical evaluation through the application of the Radarboard, thus qualifying it as an empirical study.",success
lni338,2023,27.pdf,1,"The article discusses the availability and accessibility of software artifacts as part of the research data in the DELFI community, indicating that it contains research software.",0,The article does not evaluate the quality characteristics of the software; it primarily focuses on the availability and accessibility of research data and software artifacts without assessing their quality.,1,"The article conducts an empirical analysis of the availability of research data and software artifacts across multiple years, which aligns with the characteristics of an empirical study.",success
lni338,2023,28.pdf,1,"The article discusses the implementation and use of chatbots in higher education, indicating that software (chatbots) was developed and utilized for research purposes in the context of communication and teaching.",1,"The article includes a functional evaluation of the chatbots, assessing user feedback and interaction metrics, which indicates that the quality characteristics of the software were evaluated.",1,"The article presents empirical findings based on user interactions with the chatbots, including quantitative data on user engagement and satisfaction, which aligns with the criteria for empirical research.",success
lni338,2023,29.pdf,1,"The article discusses the implementation of pedagogical conversational agents (PCAs) in virtual worlds, specifically mentioning the use of Rasa and ChatGPT as components of the PCA system. This indicates the presence of research software developed for the study.",1,"The article outlines plans to evaluate the effectiveness of the PCA system through focus group interviews, which implies an assessment of the software's performance and quality characteristics in an educational context.",1,"The article describes a study design that includes semi-structured interviews with experts and plans for focus group interviews to assess the PCA system, indicating that it employs empirical research methods to gather data and analyze the effectiveness of the software.",success
lni338,2023,30.pdf,1,"The article discusses the design and implementation of a prototype for a radiotelephony training tool, which involves the development of software components such as a chatbot and automatic speech recognition (ASR) systems. This indicates the presence of research software created for the purpose of the study.",0,"While the article mentions the feasibility of the prototype and outlines its design, it does not provide a rigorous evaluation of the software's quality characteristics or performance metrics. The evaluation of the software is still in the planning stages, indicating that it has not yet been conducted.",1,"The article outlines a research prototype and discusses its application in training scenarios, suggesting that it will be tested with real student pilots. This indicates an empirical approach to assess the effectiveness of the software in a real-world educational context.",success
lni338,2023,31.pdf,1,"The article discusses the development and design of two VR learning applications (Inside the Router and Inside the CPU), which are considered research software as they involve interactive simulations created for educational purposes in computer science.",1,"The article evaluates the user experience, usability, and learning performance of the two VR applications through comparative analysis, indicating a focus on assessing the quality characteristics of the software.",1,"The article presents an empirical study involving prospective teachers of computer science, where the applications were tested and analyzed using statistical methods to measure presence, interactivity, and learning outcomes.",success
lni338,2023,32.pdf,1,"The article discusses a novel approach to analyze eye tracking data in VR software, indicating the presence of research software used for image classification and analysis of learning outcomes in a VR environment.",1,"The article evaluates the performance of machine learning models (ResNet) used to classify images, assessing their effectiveness through metrics like Precision, Recall, and F1-Score, which indicates a clear evaluation of the software's quality characteristics.",1,"The study involves empirical research where data was collected from participants using VR software, and it analyzes the correlation between gaze behavior and learning outcomes, fitting the criteria for an empirical study.",success
lni338,2023,33.pdf,1,"The article describes the implementation of automated alerts in GitHub using a Python package called github2pandas, which qualifies as research software since it involves source code and scripts created for the research purpose of analyzing student interactions.",0,"While the article discusses the design and implementation of the alerts, it does not evaluate the quality characteristics of the software itself, such as performance or usability metrics, which is necessary for a software evaluation classification.",1,"The article presents an empirical study involving a survey of students' perceptions regarding the automated alerts, including data collection and analysis, which aligns with the criteria for an empirical study.",success
lni338,2023,34.pdf,1,"The article discusses the development and implementation of a research software application for Educational Process Mining, specifically designed to analyze xAPI statements from Moodle. This indicates the presence of research software created for a research purpose.",1,"The article evaluates the quality characteristics of the software, particularly focusing on the performance and accuracy of the algorithms used for process mining, including metrics like fitness and precision of the generated models.",1,"The article presents an empirical study by analyzing real data from a course with 365 participants, using the developed software to derive insights into learning behaviors, which aligns with the criteria for empirical research.",success
lni338,2023,35.pdf,1,"The article discusses the implementation of various AI models (decision tree, logistic regression, support vector machine, and multilayer perceptron) on a learning platform, indicating the presence of research software used for measuring energy consumption in educational AI applications.",1,"The article evaluates the performance and energy consumption of different AI models, comparing their efficiency and resource usage, which constitutes an evaluation of the software's quality characteristics.",1,"The study involves empirical research by measuring and analyzing the energy consumption of AI models in a real-world educational context, employing statistical methods to analyze the results, thus fitting the criteria for an empirical study.",success
lni338,2023,36.pdf,1,"The article presents an interactive, web-based study planning tool, which qualifies as research software since it was developed to assist students in planning their study paths and includes algorithms for managing module dependencies and requirements.",1,"The article includes a user evaluation of the interactive study planning tool, gathering feedback on its usability and effectiveness, which indicates that the quality characteristics of the software were assessed.",1,"The article describes an empirical study involving user testing with students to evaluate the tool's effectiveness and user experience, employing methods such as think-aloud protocols and user experience questionnaires.",success
lni338,2023,37.pdf,1,"The article discusses the design and implementation of a creativity support tool for facilitating students' creative writing, indicating that research software was developed as part of the study.",1,"The article evaluates the design system functionally, visually, and for accessibility, as well as user experience and creative performance, which constitutes an evaluation of the software's quality characteristics.",1,"The article describes an empirical study involving a within-subject experimental design to test the effectiveness of two design prototypes, which aligns with the criteria for empirical research.",success
lni338,2023,38.pdf,0,"The article discusses the concept of unlearning in educational contexts but does not mention any specific research software, algorithms, or computational workflows developed during the research process.",0,"There is no evaluation of any research software in the article, as it primarily focuses on theoretical discussions and frameworks rather than assessing software quality or characteristics.",0,"The article is a position paper that explores theoretical concepts and does not present empirical research, hypothesis testing, or statistical analysis typical of empirical studies.",success
lni338,2023,39.pdf,1,"The article describes a gamification system integrated into learning management systems (LMS) using JavaScript, and it mentions a base implementation available in an open repository, indicating the presence of research software.",1,"The article evaluates the effectiveness of the gamification system through a pilot study, analyzing learner motivation and success rates, which constitutes an evaluation of the software's quality and impact.",1,"The article reports on a pilot study with 115 participants, employing statistical methods to assess the impact of the gamification system on learner motivation and performance, qualifying it as an empirical study.",success
lni338,2023,40.pdf,1,"The article discusses the development and features of the SWOFI web application, which is a tool designed to assist both educators and students in the academic writing process. This indicates the presence of research software created for a specific research purpose.",1,The article mentions that the new version of the SWOFI dashboard will be iteratively and user-centered evaluated to gather future requirements and improve current implementations. This suggests an evaluation of the software's quality and effectiveness based on user feedback.,1,"The article describes a systematic survey conducted with users to gather feedback and requirements for the software's development. This indicates that the research involves empirical methods to assess user experiences and needs, qualifying it as an empirical study.",success
lni338,2023,41.pdf,1,"The article discusses the AdLer authoring tool, which is a software developed to create virtual 3D learning environments. This indicates the presence of research software as it was created for a research purpose.",0,The article does not provide an evaluation of the quality characteristics of the AdLer authoring tool. It focuses on the tool's development and intended use rather than assessing its effectiveness or quality.,1,"The article describes the implementation of the AdLer tool in educational settings, which suggests an empirical approach to studying its impact on learning. It discusses how students interact with the software, indicating that it serves as a means to conduct empirical research.",success
lni338,2023,42.pdf,1,"The article presents the web application COREFLECTOR, which is explicitly described as a tool developed to assist students in analytical reading. The mention of the source code being available on GitHub further confirms the presence of research software.",1,"The article discusses an experiment involving students using COREFLECTOR, where the effectiveness of the tool in helping students identify and unlearn ineffective reading habits is evaluated. This indicates an assessment of the software's quality and impact on learning outcomes.",1,"The article describes an empirical study involving an experiment with students, where the software is used to facilitate learning and reflection on reading techniques. The study includes observations and results from the participants' interactions with the software, fitting the criteria for empirical research.",success
lni338,2023,43.pdf,1,"The article discusses the Edrys framework, which is described as a configuration tool for remote laboratories, indicating the presence of research software developed for educational purposes.",0,The article does not provide an evaluation of the Edrys framework's quality characteristics or performance; it primarily describes its functionalities and potential applications without assessing its effectiveness.,0,The article does not present an empirical study; it focuses on the conceptual framework and implementation of the Edrys tool rather than conducting hypothesis-testing or descriptive research.,success
lni338,2023,44.pdf,1,"The article discusses a demo that presents a concept for interactive windows in Virtual Reality (VR) applications, which implies the existence of software components designed for this purpose.",1,"The article mentions that the presented concept was evaluated in a Proof of Concept study and will undergo further evaluation in a larger study, indicating that the quality and effectiveness of the software are being assessed.",1,"The article describes empirical research conducted through a Proof of Concept study with participants, which aligns with the criteria for empirical studies as it involves testing and evaluating the software in a real-world context.",success
lni338,2023,45.pdf,1,"The article introduces a tool for semi-assisted module handbook content extraction that utilizes natural language processing and text mining techniques, indicating the presence of research software developed for a specific research purpose.",0,The article does not evaluate the quality characteristics of the software; it primarily describes the tool and its functionality without assessing its performance or effectiveness.,0,The article does not present an empirical study; it focuses on the development and description of a software tool rather than conducting hypothesis-testing or descriptive empirical research.,success
lni338,2023,46.pdf,1,"The article describes an assistive system integrated into a Learning Analytics Dashboard in Moodle, which indicates the presence of research software developed for the purpose of enhancing user interaction with data visualizations.",1,"The article mentions feedback collected from potential users during the evaluation of the first version of the assistive system, indicating that the quality and functionality of the software were assessed based on user experiences.",1,"The article discusses the use of the assistive system in a practical context, where user interactions and annotations are tested, suggesting that it involves empirical research methods to evaluate its effectiveness in real-world scenarios.",success
lni338,2023,47.pdf,1,"The article discusses DMT-Magic, a system for interactive E-Assessment that integrates with Jupyter Notebooks, indicating the presence of research software developed for educational purposes.",1,"The article evaluates the functionality of DMT-Magic in terms of its ability to dynamically integrate assessment tasks and provide feedback, which constitutes an evaluation of the software's quality characteristics.",1,"The article describes the use of DMT-Magic in an interactive lecture setting, which implies an empirical approach to assessing its effectiveness in educational contexts, thus qualifying it as an empirical study.",success
lni338,2023,48.pdf,1,"The article discusses the development of a serious game, 'Code and Consequences', which is implemented using the Escoria framework of the Godot Engine. This indicates the presence of research software as it involves source code and a computational workflow created for educational purposes.",0,The article does not provide an evaluation of the quality characteristics of the software. It focuses on the design and implementation of the game rather than assessing its effectiveness or quality.,0,"The article does not present an empirical study. It describes the development of an educational game and its intended use in a classroom setting, but it does not involve hypothesis testing, statistical methods, or any empirical research methodology.",success
lni338,2023,49.pdf,1,"The article describes a VR learning application called 'Inside the CPU' that was developed as a research tool for educational purposes, indicating the presence of research software.",1,"The article mentions that an evaluative study will be conducted to assess whether the VR application improves learning outcomes, which implies an evaluation of the software's effectiveness.",1,"The article outlines plans for an evaluative study to determine the impact of the VR application on student learning, indicating that it will involve empirical research methods.",success
lni338,2023,50.pdf,1,"The article describes the development of Flowboard, which includes a visual flow-based programming environment and associated hardware. This indicates the presence of research software created for educational purposes in embedded programming.",0,"While the article discusses the design and features of Flowboard, it does not provide an evaluation of the software's quality characteristics or performance metrics, which is necessary for classification as software evaluation.",1,"The article aims to study the effectiveness of Flowboard in enhancing students' understanding of embedded programming, indicating that it involves empirical research to assess educational outcomes.",success
lni338,2023,51.pdf,1,"The article discusses the adaptation of the Research Data Management Organiser (RDMO), which is a research software tool used for managing educational research data. The adaptation involves modifying its Python code to generate JSON files, indicating the presence of research software.",0,"The article does not evaluate the quality characteristics of the RDMO software itself. Instead, it presents a proof-of-concept for its adaptation, without assessing its performance or effectiveness in a systematic manner.",0,"The article does not present an empirical study. It describes a technical adaptation of software and outlines potential future research questions, but it does not involve hypothesis testing, statistical methods, or empirical data collection.",success
lni338,2023,52.pdf,1,"The article discusses the integration of a web-based molecular editor (Kekule.js) into the E-Assessment system JACK, indicating the presence of research software developed for educational purposes in organic chemistry.",1,"The article evaluates the integrated solution's usability and effectiveness based on qualitative feedback from users, highlighting aspects such as immediate feedback and ease of use, which are quality characteristics of the software.",1,"The article describes the implementation of the software in actual university courses and a high school project, collecting qualitative data on user experiences, which aligns with the characteristics of an empirical study.",success
